,Return %,Trades,Win Rate %,Profit Factor,Expectancy %,Max DD %,Sharpe,Calmar,Avg Hold (hrs)
BTC_Mean_Reversion,-3.4176441861596913,225.0,53.333333333333336,0.9788453226281132,0.8039207986934711,-25.11852037083859,1.812896865252256,-0.005565449258624589,8.28888888888889
SOL_Squeeze_Breakout,2.7154916054139875,22.0,68.18181818181817,1.8518959756134457,4.300812899191349,-14.911112786749383,0.5386469211674972,0.007232417232686019,6.7727272727272725
